year,Country Name,value,Country Code,Indicator Name,Indicator Code
2006,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2007,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2013,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2014,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2015,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2016,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
2017,Comoros,0.0,COM,Mixed migration to Saudi Arabia,ETH.TO.SAU
1991,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1992,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1993,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1994,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1995,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1996,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1997,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1998,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
1999,Comoros,0.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
2006,Comoros,14.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
2009,Comoros,14.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
2010,Comoros,14.0,COM,Mixed migration to South Africa,ETH.TO.ZAF
2017,Comoros,8.5,COM,Mixed migration to South Africa,ETH.TO.ZAF
1991,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1992,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1993,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1994,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1995,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1996,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1997,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1998,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
1999,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
2000,Djibouti,2.0,DJI,Mixed migration to Italy,ETH.TO.ITA
2001,Djibouti,6.800000000000001,DJI,Mixed migration to Italy,ETH.TO.ITA
2002,Djibouti,6.800000000000001,DJI,Mixed migration to Italy,ETH.TO.ITA
2003,Djibouti,6.799999999999997,DJI,Mixed migration to Italy,ETH.TO.ITA
2004,Djibouti,6.800000000000004,DJI,Mixed migration to Italy,ETH.TO.ITA
2005,Djibouti,6.799999999999997,DJI,Mixed migration to Italy,ETH.TO.ITA
2006,Djibouti,6.600000000000001,DJI,Mixed migration to Italy,ETH.TO.ITA
2017,Djibouti,0.5,DJI,Mixed migration to Italy,ETH.TO.ITA
1991,Djibouti,1.7999999999999972,DJI,Mixed migration to Sweden,ETH.TO.SWE
1992,Djibouti,1.8000000000000043,DJI,Mixed migration to Sweden,ETH.TO.SWE
1991,Djibouti,0.1999999999999993,DJI,Mixed migration to Denmark,ETH.TO.DNK
1992,Djibouti,0.20000000000000107,DJI,Mixed migration to Denmark,ETH.TO.DNK
1993,Djibouti,0.1999999999999993,DJI,Mixed migration to Denmark,ETH.TO.DNK
1994,Djibouti,0.20000000000000107,DJI,Mixed migration to Denmark,ETH.TO.DNK
1995,Djibouti,0.1999999999999993,DJI,Mixed migration to Denmark,ETH.TO.DNK
1996,Djibouti,0.1999999999999993,DJI,Mixed migration to Denmark,ETH.TO.DNK
1997,Djibouti,0.20000000000000107,DJI,Mixed migration to Denmark,ETH.TO.DNK
1998,Djibouti,0.1999999999999993,DJI,Mixed migration to Denmark,ETH.TO.DNK
1999,Djibouti,0.20000000000000107,DJI,Mixed migration to Denmark,ETH.TO.DNK
2000,Djibouti,0.1999999999999993,DJI,Mixed migration to Denmark,ETH.TO.DNK
2007,Djibouti,0.5999999999999979,DJI,Mixed migration to Denmark,ETH.TO.DNK
2008,Djibouti,0.6000000000000014,DJI,Mixed migration to Denmark,ETH.TO.DNK
2009,Djibouti,0.5999999999999979,DJI,Mixed migration to Denmark,ETH.TO.DNK
2010,Djibouti,0.6000000000000014,DJI,Mixed migration to Denmark,ETH.TO.DNK
2011,Djibouti,0.0,DJI,Mixed migration to Denmark,ETH.TO.DNK
2012,Djibouti,0.0,DJI,Mixed migration to Denmark,ETH.TO.DNK
2017,Djibouti,1.0,DJI,Mixed migration to Denmark,ETH.TO.DNK
2001,Djibouti,17.400000000000006,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2002,Djibouti,17.400000000000006,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2003,Djibouti,17.399999999999977,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2004,Djibouti,17.400000000000034,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
2017,Djibouti,9.5,DJI,Mixed migration to United Kingdom,ETH.TO.GBR
1991,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1992,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1993,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1994,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1995,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1996,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1997,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1998,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1999,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2000,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2001,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2002,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2003,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2004,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2005,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2006,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2007,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2013,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2014,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2015,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2016,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2017,Djibouti,0.0,DJI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1991,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1992,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1993,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1994,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1995,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1996,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1997,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1998,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1999,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2000,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2001,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2002,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2003,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2004,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2005,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2006,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2007,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2008,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2009,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2010,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2011,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2012,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2013,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
2017,Djibouti,0.0,DJI,Mixed migration to South Africa,ETH.TO.ZAF
1992,Eritrea,663.8,ERI,Mixed migration to Italy,ETH.TO.ITA
1993,Eritrea,663.7999999999997,ERI,Mixed migration to Italy,ETH.TO.ITA
1994,Eritrea,663.8000000000002,ERI,Mixed migration to Italy,ETH.TO.ITA
1995,Eritrea,663.8000000000002,ERI,Mixed migration to Italy,ETH.TO.ITA
1996,Eritrea,663.8000000000002,ERI,Mixed migration to Italy,ETH.TO.ITA
1991,Eritrea,89.59999999999991,ERI,Mixed migration to Sweden,ETH.TO.SWE
1992,Eritrea,89.59999999999991,ERI,Mixed migration to Sweden,ETH.TO.SWE
1991,Eritrea,1.2000000000000028,ERI,Mixed migration to Denmark,ETH.TO.DNK
1992,Eritrea,1.2000000000000028,ERI,Mixed migration to Denmark,ETH.TO.DNK
1993,Eritrea,1.1999999999999886,ERI,Mixed migration to Denmark,ETH.TO.DNK
1994,Eritrea,1.2000000000000028,ERI,Mixed migration to Denmark,ETH.TO.DNK
1995,Eritrea,1.2000000000000028,ERI,Mixed migration to Denmark,ETH.TO.DNK
1996,Eritrea,1.0,ERI,Mixed migration to Denmark,ETH.TO.DNK
1997,Eritrea,1.0,ERI,Mixed migration to Denmark,ETH.TO.DNK
1998,Eritrea,1.0,ERI,Mixed migration to Denmark,ETH.TO.DNK
1991,Eritrea,535.8,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1992,Eritrea,535.8,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1993,Eritrea,535.7999999999997,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1994,Eritrea,535.8000000000002,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1995,Eritrea,535.8000000000002,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1996,Eritrea,548.1999999999998,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1997,Eritrea,548.1999999999998,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1998,Eritrea,548.2000000000007,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1999,Eritrea,548.1999999999998,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2000,Eritrea,548.1999999999998,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
2001,Eritrea,969.6000000000004,ERI,Mixed migration to United Kingdom,ETH.TO.GBR
1991,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1992,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1993,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1994,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1995,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1996,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1997,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1998,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1999,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2000,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2001,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
2002,Eritrea,0.0,ERI,Mixed migration to Saudi Arabia,ETH.TO.SAU
1991,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1992,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1993,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1994,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1995,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1996,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1997,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1998,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1999,Eritrea,0.0,ERI,Mixed migration to South Africa,ETH.TO.ZAF
1991,Ethiopia,303.40000000000146,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1992,Ethiopia,303.40000000000146,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1993,Ethiopia,303.3999999999942,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1994,Ethiopia,303.40000000000146,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1995,Ethiopia,303.40000000000146,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1996,Ethiopia,343.59999999999854,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1997,Ethiopia,343.59999999999854,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1998,Ethiopia,343.6000000000058,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1999,Ethiopia,343.59999999999854,ETH,Mixed migration to Saudi Arabia,ETH.TO.SAU
1991,Ethiopia,0.0,ETH,Mixed migration to South Africa,ETH.TO.ZAF
1992,Ethiopia,0.0,ETH,Mixed migration to South Africa,ETH.TO.ZAF
1993,Ethiopia,0.0,ETH,Mixed migration to South Africa,ETH.TO.ZAF
1991,Kenya,91.6,KEN,Mixed migration to Italy,ETH.TO.ITA
1992,Kenya,91.6,KEN,Mixed migration to Italy,ETH.TO.ITA
1993,Kenya,91.59999999999997,KEN,Mixed migration to Italy,ETH.TO.ITA
1994,Kenya,91.60000000000002,KEN,Mixed migration to Italy,ETH.TO.ITA
1995,Kenya,91.60000000000002,KEN,Mixed migration to Italy,ETH.TO.ITA
1996,Kenya,91.60000000000002,KEN,Mixed migration to Italy,ETH.TO.ITA
1991,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1992,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1993,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1994,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1995,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1996,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1997,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1998,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1999,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2000,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2001,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2002,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2003,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2004,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2005,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2006,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2007,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2013,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2014,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2015,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2016,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
2017,Kenya,0.0,KEN,Mixed migration to Saudi Arabia,ETH.TO.SAU
1991,Kenya,354.1999999999998,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1992,Kenya,354.2000000000003,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1993,Kenya,354.1999999999998,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1994,Kenya,354.2000000000003,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1995,Kenya,354.1999999999998,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1996,Kenya,576.1999999999998,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1997,Kenya,576.1999999999998,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1998,Kenya,576.2000000000007,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1999,Kenya,576.1999999999998,KEN,Mixed migration to South Africa,ETH.TO.ZAF
1991,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
1992,Madagascar,90.40000000000003,MDG,Mixed migration to Italy,ETH.TO.ITA
1993,Madagascar,90.40000000000003,MDG,Mixed migration to Italy,ETH.TO.ITA
1994,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
1995,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
1996,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
1997,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
1998,Madagascar,90.40000000000009,MDG,Mixed migration to Italy,ETH.TO.ITA
1999,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
2000,Madagascar,90.39999999999998,MDG,Mixed migration to Italy,ETH.TO.ITA
2001,Madagascar,128.5999999999999,MDG,Mixed migration to Italy,ETH.TO.ITA
2002,Madagascar,128.60000000000014,MDG,Mixed migration to Italy,ETH.TO.ITA
2003,Madagascar,128.5999999999999,MDG,Mixed migration to Italy,ETH.TO.ITA
2004,Madagascar,128.60000000000014,MDG,Mixed migration to Italy,ETH.TO.ITA
2005,Madagascar,128.5999999999999,MDG,Mixed migration to Italy,ETH.TO.ITA
2006,Madagascar,128.4000000000001,MDG,Mixed migration to Italy,ETH.TO.ITA
2007,Madagascar,128.39999999999986,MDG,Mixed migration to Italy,ETH.TO.ITA
2008,Madagascar,128.39999999999986,MDG,Mixed migration to Italy,ETH.TO.ITA
2001,Madagascar,1.5999999999999943,MDG,Mixed migration to Sweden,ETH.TO.SWE
2002,Madagascar,1.6000000000000085,MDG,Mixed migration to Sweden,ETH.TO.SWE
2004,Madagascar,1.6000000000000085,MDG,Mixed migration to Sweden,ETH.TO.SWE
2005,Madagascar,1.5999999999999943,MDG,Mixed migration to Sweden,ETH.TO.SWE
2006,Madagascar,1.4000000000000057,MDG,Mixed migration to Sweden,ETH.TO.SWE
2007,Madagascar,1.3999999999999915,MDG,Mixed migration to Sweden,ETH.TO.SWE
2012,Madagascar,4.799999999999997,MDG,Mixed migration to Sweden,ETH.TO.SWE
2015,Madagascar,4.799999999999997,MDG,Mixed migration to Sweden,ETH.TO.SWE
2016,Madagascar,4.0,MDG,Mixed migration to Sweden,ETH.TO.SWE
2017,Madagascar,4.0,MDG,Mixed migration to Sweden,ETH.TO.SWE
1991,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
1992,Madagascar,0.7999999999999989,MDG,Mixed migration to Denmark,ETH.TO.DNK
1993,Madagascar,0.7999999999999989,MDG,Mixed migration to Denmark,ETH.TO.DNK
1994,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
1995,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
1996,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
1997,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
1998,Madagascar,0.7999999999999972,MDG,Mixed migration to Denmark,ETH.TO.DNK
1999,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
2000,Madagascar,0.8000000000000007,MDG,Mixed migration to Denmark,ETH.TO.DNK
2001,Madagascar,3.1999999999999993,MDG,Mixed migration to Denmark,ETH.TO.DNK
2002,Madagascar,3.1999999999999993,MDG,Mixed migration to Denmark,ETH.TO.DNK
2003,Madagascar,3.200000000000003,MDG,Mixed migration to Denmark,ETH.TO.DNK
2004,Madagascar,3.1999999999999957,MDG,Mixed migration to Denmark,ETH.TO.DNK
2005,Madagascar,3.200000000000003,MDG,Mixed migration to Denmark,ETH.TO.DNK
2006,Madagascar,3.200000000000003,MDG,Mixed migration to Denmark,ETH.TO.DNK
2007,Madagascar,3.1999999999999957,MDG,Mixed migration to Denmark,ETH.TO.DNK
2008,Madagascar,3.200000000000003,MDG,Mixed migration to Denmark,ETH.TO.DNK
2009,Madagascar,3.1999999999999957,MDG,Mixed migration to Denmark,ETH.TO.DNK
2010,Madagascar,3.200000000000003,MDG,Mixed migration to Denmark,ETH.TO.DNK
2011,Madagascar,1.6000000000000014,MDG,Mixed migration to Denmark,ETH.TO.DNK
2012,Madagascar,1.6000000000000014,MDG,Mixed migration to Denmark,ETH.TO.DNK
2013,Madagascar,1.5999999999999943,MDG,Mixed migration to Denmark,ETH.TO.DNK
2014,Madagascar,1.6000000000000014,MDG,Mixed migration to Denmark,ETH.TO.DNK
2015,Madagascar,1.6000000000000014,MDG,Mixed migration to Denmark,ETH.TO.DNK
2016,Madagascar,3.0,MDG,Mixed migration to Denmark,ETH.TO.DNK
2017,Madagascar,3.0,MDG,Mixed migration to Denmark,ETH.TO.DNK
1991,Madagascar,64.6,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1992,Madagascar,64.6,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1993,Madagascar,64.59999999999997,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1994,Madagascar,64.60000000000002,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1995,Madagascar,64.60000000000002,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1996,Madagascar,66.39999999999998,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1997,Madagascar,66.39999999999998,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1998,Madagascar,66.40000000000009,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1999,Madagascar,66.39999999999998,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2000,Madagascar,66.39999999999998,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2001,Madagascar,16.399999999999977,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2002,Madagascar,16.399999999999977,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2003,Madagascar,16.40000000000009,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2004,Madagascar,16.399999999999977,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2005,Madagascar,16.399999999999977,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2006,Madagascar,30.200000000000045,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2007,Madagascar,30.199999999999932,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2008,Madagascar,30.200000000000045,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2009,Madagascar,30.199999999999932,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2010,Madagascar,30.200000000000045,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2011,Madagascar,0.0,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2012,Madagascar,0.0,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2013,Madagascar,0.0,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2015,Madagascar,0.0,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
2017,Madagascar,22.0,MDG,Mixed migration to United Kingdom,ETH.TO.GBR
1991,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1992,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1993,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1994,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1995,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1996,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1997,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1998,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
1999,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2000,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2001,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2002,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2003,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2004,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2005,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2006,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2007,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2008,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2009,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2010,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2011,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2012,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2013,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
2014,Madagascar,0.0,MDG,Mixed migration to Saudi Arabia,ETH.TO.SAU
